run,array_type,size,algorithm,time_us,char_comparisons,seed
2,"nearly_sorted",1300,"MSDRadixQuickSort",109,6852,20261533
2,"nearly_sorted",1400,"QuickSort",243,211378,20261533
2,"nearly_sorted",1400,"MergeSort",506,16385,20261533
2,"nearly_sorted",1400,"StringQuickSort",46,14232,20261533
2,"nearly_sorted",1400,"StringMergeSort",842,6178,20261533
2,"nearly_sorted",1400,"MSDRadixSort",227,3378,20261533
2,"nearly_sorted",1400,"MSDRadixQuickSort",111,7379,20261533
2,"nearly_sorted",1500,"QuickSort",236,223976,20261533
2,"nearly_sorted",1500,"MergeSort",504,17953,20261533
2,"nearly_sorted",1500,"StringQuickSort",49,14258,20261533
2,"nearly_sorted",1500,"StringMergeSort",916,6792,20261533
2,"nearly_sorted",1500,"MSDRadixSort",262,3625,20261533
2,"nearly_sorted",1500,"MSDRadixQuickSort",131,7977,20261533
2,"nearly_sorted",1600,"QuickSort",255,238667,20261533
2,"nearly_sorted",1600,"MergeSort",556,19380,20261533
2,"nearly_sorted",1600,"StringQuickSort",52,15717,20261533
2,"nearly_sorted",1600,"StringMergeSort",981,7339,20261533
2,"nearly_sorted",1600,"MSDRadixSort",278,3861,20261533
2,"nearly_sorted",1600,"MSDRadixQuickSort",142,8562,20261533
2,"nearly_sorted",1700,"QuickSort",268,251705,20261533
2,"nearly_sorted",1700,"MergeSort",634,20805,20261533
2,"nearly_sorted",1700,"StringQuickSort",58,18360,20261533
2,"nearly_sorted",1700,"StringMergeSort",1037,7901,20261533
2,"nearly_sorted",1700,"MSDRadixSort",272,4105,20261533
2,"nearly_sorted",1700,"MSDRadixQuickSort",137,9149,20261533
2,"nearly_sorted",1800,"QuickSort",292,273404,20261533
2,"nearly_sorted",1800,"MergeSort",658,22211,20261533
2,"nearly_sorted",1800,"StringQuickSort",66,17423,20261533
2,"nearly_sorted",1800,"StringMergeSort",1146,8465,20261533
2,"nearly_sorted",1800,"MSDRadixSort",299,4359,20261533
2,"nearly_sorted",1800,"MSDRadixQuickSort",152,9736,20261533
2,"nearly_sorted",1900,"QuickSort",309,288846,20261533
2,"nearly_sorted",1900,"MergeSort",691,23904,20261533
2,"nearly_sorted",1900,"StringQuickSort",67,18483,20261533
2,"nearly_sorted",1900,"StringMergeSort",1156,9119,20261533
2,"nearly_sorted",1900,"MSDRadixSort",312,4602,20261533
2,"nearly_sorted",1900,"MSDRadixQuickSort",160,10288,20261533
2,"nearly_sorted",2000,"QuickSort",317,297871,20261533
2,"nearly_sorted",2000,"MergeSort",779,25558,20261533
2,"nearly_sorted",2000,"StringQuickSort",71,20036,20261533
2,"nearly_sorted",2000,"StringMergeSort",1202,9705,20261533
2,"nearly_sorted",2000,"MSDRadixSort",326,4848,20261533
2,"nearly_sorted",2000,"MSDRadixQuickSort",167,10826,20261533
2,"nearly_sorted",2100,"QuickSort",336,314251,20261533
2,"nearly_sorted",2100,"MergeSort",815,26818,20261533
2,"nearly_sorted",2100,"StringQuickSort",75,21207,20261533
2,"nearly_sorted",2100,"StringMergeSort",1288,10133,20261533
2,"nearly_sorted",2100,"MSDRadixSort",375,5098,20261533
2,"nearly_sorted",2100,"MSDRadixQuickSort",191,11408,20261533
2,"nearly_sorted",2200,"QuickSort",365,341069,20261533
2,"nearly_sorted",2200,"MergeSort",867,28308,20261533
2,"nearly_sorted",2200,"StringQuickSort",73,21496,20261533
2,"nearly_sorted",2200,"StringMergeSort",1331,10843,20261533
2,"nearly_sorted",2200,"MSDRadixSort",370,5353,20261533
2,"nearly_sorted",2200,"MSDRadixQuickSort",187,12068,20261533
2,"nearly_sorted",2300,"QuickSort",391,343911,20261533
2,"nearly_sorted",2300,"MergeSort",898,29722,20261533
2,"nearly_sorted",2300,"StringQuickSort",76,22796,20261533
2,"nearly_sorted",2300,"StringMergeSort",1433,11329,20261533
2,"nearly_sorted",2300,"MSDRadixSort",412,5614,20261533
2,"nearly_sorted",2300,"MSDRadixQuickSort",193,12672,20261533
2,"nearly_sorted",2400,"QuickSort",388,363583,20261533
2,"nearly_sorted",2400,"MergeSort",964,31199,20261533
2,"nearly_sorted",2400,"StringQuickSort",86,23734,20261533
2,"nearly_sorted",2400,"StringMergeSort",1474,11935,20261533
2,"nearly_sorted",2400,"MSDRadixSort",400,5853,20261533
2,"nearly_sorted",2400,"MSDRadixQuickSort",203,13307,20261533
2,"nearly_sorted",2500,"QuickSort",400,375279,20261533
2,"nearly_sorted",2500,"MergeSort",1018,32390,20261533
2,"nearly_sorted",2500,"StringQuickSort",83,24881,20261533
2,"nearly_sorted",2500,"StringMergeSort",1585,12354,20261533
2,"nearly_sorted",2500,"MSDRadixSort",448,6094,20261533
2,"nearly_sorted",2500,"MSDRadixQuickSort",212,13835,20261533
2,"nearly_sorted",2600,"QuickSort",414,385321,20261533
2,"nearly_sorted",2600,"MergeSort",1051,34120,20261533
2,"nearly_sorted",2600,"StringQuickSort",87,26067,20261533
2,"nearly_sorted",2600,"StringMergeSort",1636,13054,20261533
2,"nearly_sorted",2600,"MSDRadixSort",467,6335,20261533
2,"nearly_sorted",2600,"MSDRadixQuickSort",220,14453,20261533
2,"nearly_sorted",2700,"QuickSort",438,408970,20261533
2,"nearly_sorted",2700,"MergeSort",1101,35145,20261533
2,"nearly_sorted",2700,"StringQuickSort",89,26884,20261533
2,"nearly_sorted",2700,"StringMergeSort",1721,13496,20261533
2,"nearly_sorted",2700,"MSDRadixSort",477,6568,20261533
2,"nearly_sorted",2700,"MSDRadixQuickSort",230,15082,20261533
2,"nearly_sorted",2800,"QuickSort",458,427322,20261533
2,"nearly_sorted",2800,"MergeSort",1142,36514,20261533
2,"nearly_sorted",2800,"StringQuickSort",95,28175,20261533
2,"nearly_sorted",2800,"StringMergeSort",1807,13938,20261533
2,"nearly_sorted",2800,"MSDRadixSort",513,6829,20261533
2,"nearly_sorted",2800,"MSDRadixQuickSort",241,15718,20261533
2,"nearly_sorted",2900,"QuickSort",471,445917,20261533
2,"nearly_sorted",2900,"MergeSort",1185,37956,20261533
2,"nearly_sorted",2900,"StringQuickSort",99,30055,20261533
2,"nearly_sorted",2900,"StringMergeSort",1853,14706,20261533
2,"nearly_sorted",2900,"MSDRadixSort",486,7074,20261533
2,"nearly_sorted",2900,"MSDRadixQuickSort",244,16290,20261533
2,"nearly_sorted",3000,"QuickSort",398,422874,20261533
2,"nearly_sorted",3000,"MergeSort",1208,39255,20261533
2,"nearly_sorted",3000,"StringQuickSort",106,31588,20261533
2,"nearly_sorted",3000,"StringMergeSort",1905,15297,20261533
2,"nearly_sorted",3000,"MSDRadixSort",498,7308,20261533
2,"nearly_sorted",3000,"MSDRadixQuickSort",249,16914,20261533
3,"random",100,"QuickSort",18,14208,20262542
3,"random",100,"MergeSort",34,607,20262542
3,"random",100,"StringQuickSort",4,806,20262542
3,"random",100,"StringMergeSort",53,522,20262542
3,"random",100,"MSDRadixSort",19,178,20262542
3,"random",100,"MSDRadixQuickSort",8,192,20262542
3,"random",200,"QuickSort",38,28977,20262542
3,"random",200,"MergeSort",66,1505,20262542
3,"random",200,"StringQuickSort",9,1467,20262542
3,"random",200,"StringMergeSort",110,1178,20262542
3,"random",200,"MSDRadixSort",37,393,20262542
3,"random",200,"MSDRadixQuickSort",16,509,20262542
3,"random",300,"QuickSort",55,42284,20262542
3,"random",300,"MergeSort",110,2527,20262542
3,"random",300,"StringQuickSort",13,2539,20262542
3,"random",300,"StringMergeSort",164,1911,20262542
3,"random",300,"MSDRadixSort",50,605,20262542
3,"random",300,"MSDRadixQuickSort",24,907,20262542
3,"random",400,"QuickSort",70,56893,20262542
3,"random",400,"MergeSort",139,3683,20262542
3,"random",400,"StringQuickSort",18,3924,20262542
3,"random",400,"StringMergeSort",219,2710,20262542
3,"random",400,"MSDRadixSort",64,821,20262542
3,"random",400,"MSDRadixQuickSort",32,1368,20262542
3,"random",500,"QuickSort",91,74767,20262542
3,"random",500,"MergeSort",187,4889,20262542
3,"random",500,"StringQuickSort",24,4499,20262542
3,"random",500,"StringMergeSort",280,3507,20262542
3,"random",500,"MSDRadixSort",78,1037,20262542
3,"random",500,"MSDRadixQuickSort",42,1812,20262542
3,"random",600,"QuickSort",109,88054,20262542
3,"random",600,"MergeSort",225,6148,20262542
3,"random",600,"StringQuickSort",28,6456,20262542
3,"random",600,"StringMergeSort",344,4372,20262542
3,"random",600,"MSDRadixSort",91,1258,20262542
3,"random",600,"MSDRadixQuickSort",49,2399,20262542
3,"random",700,"QuickSort",128,103983,20262542
3,"random",700,"MergeSort",287,7424,20262542
3,"random",700,"StringQuickSort",38,6340,20262542
3,"random",700,"StringMergeSort",422,5212,20262542
3,"random",700,"MSDRadixSort",106,1477,20262542
3,"random",700,"MSDRadixQuickSort",59,2964,20262542
3,"random",800,"QuickSort",149,121425,20262542
3,"random",800,"MergeSort",306,8818,20262542
3,"random",800,"StringQuickSort",40,7561,20262542
3,"random",800,"StringMergeSort",475,6125,20262542
3,"random",800,"MSDRadixSort",123,1708,20262542
3,"random",800,"MSDRadixQuickSort",67,3612,20262542
3,"random",900,"QuickSort",174,136602,20262542
3,"random",900,"MergeSort",382,10193,20262542
3,"random",900,"StringQuickSort",49,8841,20262542
3,"random",900,"StringMergeSort",569,6987,20262542
3,"random",900,"MSDRadixSort",138,1941,20262542
3,"random",900,"MSDRadixQuickSort",75,4186,20262542
3,"random",1000,"QuickSort",190,150658,20262542
3,"random",1000,"MergeSort",397,11607,20262542
3,"random",1000,"StringQuickSort",51,11128,20262542
3,"random",1000,"StringMergeSort",597,7893,20262542
3,"random",1000,"MSDRadixSort",151,2170,20262542
3,"random",1000,"MSDRadixQuickSort",86,4732,20262542
3,"random",1100,"QuickSort",216,169969,20262542
3,"random",1100,"MergeSort",478,13064,20262542
3,"random",1100,"StringQuickSort",64,12101,20262542
3,"random",1100,"StringMergeSort",676,8808,20262542
3,"random",1100,"MSDRadixSort",168,2407,20262542
3,"random",1100,"MSDRadixQuickSort",94,5350,20262542
3,"random",1200,"QuickSort",230,183990,20262542
3,"random",1200,"MergeSort",526,14603,20262542
3,"random",1200,"StringQuickSort",70,13598,20262542
3,"random",1200,"StringMergeSort",784,9815,20262542
3,"random",1200,"MSDRadixSort",190,2646,20262542
3,"random",1200,"MSDRadixQuickSort",107,5961,20262542
3,"random",1300,"QuickSort",260,201472,20262542
3,"random",1300,"MergeSort",579,16111,20262542
3,"random",1300,"StringQuickSort",76,13405,20262542
3,"random",1300,"StringMergeSort",822,10736,20262542
3,"random",1300,"MSDRadixSort",206,2883,20262542
3,"random",1300,"MSDRadixQuickSort",116,6584,20262542
3,"random",1400,"QuickSort",276,217352,20262542
3,"random",1400,"MergeSort",616,17627,20262542
3,"random",1400,"StringQuickSort",76,15237,20262542
3,"random",1400,"StringMergeSort",890,11727,20262542
3,"random",1400,"MSDRadixSort",219,3120,20262542
3,"random",1400,"MSDRadixQuickSort",126,7098,20262542
3,"random",1500,"QuickSort",298,233104,20262542
3,"random",1500,"MergeSort",689,19209,20262542
3,"random",1500,"StringQuickSort",86,19711,20262542
3,"random",1500,"StringMergeSort",969,12667,20262542
3,"random",1500,"MSDRadixSort",240,3371,20262542
3,"random",1500,"MSDRadixQuickSort",137,8017,20262542
3,"random",1600,"QuickSort",312,247694,20262542
3,"random",1600,"MergeSort",737,20780,20262542
3,"random",1600,"StringQuickSort",95,17672,20262542
3,"random",1600,"StringMergeSort",1033,13672,20262542
3,"random",1600,"MSDRadixSort",255,3619,20262542
3,"random",1600,"MSDRadixQuickSort",144,8619,20262542
3,"random",1700,"QuickSort",328,259963,20262542
3,"random",1700,"MergeSort",780,22414,20262542
3,"random",1700,"StringQuickSort",105,18709,20262542
3,"random",1700,"StringMergeSort",1097,14664,20262542
3,"random",1700,"MSDRadixSort",273,3854,20262542
3,"random",1700,"MSDRadixQuickSort",155,9219,20262542
3,"random",1800,"QuickSort",353,275579,20262542
3,"random",1800,"MergeSort",833,23980,20262542
3,"random",1800,"StringQuickSort",101,20605,20262542
3,"random",1800,"StringMergeSort",1163,15601,20262542
3,"random",1800,"MSDRadixSort",290,4101,20262542
3,"random",1800,"MSDRadixQuickSort",163,10082,20262542
3,"random",1900,"QuickSort",372,294186,20262542
3,"random",1900,"MergeSort",876,25614,20262542
3,"random",1900,"StringQuickSort",113,22342,20262542
3,"random",1900,"StringMergeSort",1224,16620,20262542
3,"random",1900,"MSDRadixSort",306,4340,20262542
3,"random",1900,"MSDRadixQuickSort",176,10828,20262542
3,"random",2000,"QuickSort",401,313383,20262542
3,"random",2000,"MergeSort",932,27234,20262542
3,"random",2000,"StringQuickSort",115,22030,20262542
3,"random",2000,"StringMergeSort",1295,17585,20262542
3,"random",2000,"MSDRadixSort",329,4614,20262542
3,"random",2000,"MSDRadixQuickSort",187,11545,20262542
3,"random",2100,"QuickSort",437,329469,20262542
3,"random",2100,"MergeSort",964,28926,20262542
3,"random",2100,"StringQuickSort",121,26332,20262542
3,"random",2100,"StringMergeSort",1371,18596,20262542
3,"random",2100,"MSDRadixSort",345,4865,20262542
3,"random",2100,"MSDRadixQuickSort",196,12084,20262542
3,"random",2200,"QuickSort",456,342431,20262542
3,"random",2200,"MergeSort",1029,30586,20262542
3,"random",2200,"StringQuickSort",130,25194,20262542
3,"random",2200,"StringMergeSort",1501,19642,20262542
3,"random",2200,"MSDRadixSort",378,5128,20262542
3,"random",2200,"MSDRadixQuickSort",205,12917,20262542
3,"random",2300,"QuickSort",464,362258,20262542
3,"random",2300,"MergeSort",1075,32367,20262542
3,"random",2300,"StringQuickSort",134,27934,20262542
3,"random",2300,"StringMergeSort",1528,20730,20262542
3,"random",2300,"MSDRadixSort",412,5381,20262542
3,"random",2300,"MSDRadixQuickSort",233,13897,20262542
3,"random",2400,"QuickSort",478,374461,20262542
3,"random",2400,"MergeSort",1109,34063,20262542
3,"random",2400,"StringQuickSort",142,28487,20262542
3,"random",2400,"StringMergeSort",1642,21749,20262542
3,"random",2400,"MSDRadixSort",421,5651,20262542
3,"random",2400,"MSDRadixQuickSort",226,14783,20262542
3,"random",2500,"QuickSort",509,381738,20262542
3,"random",2500,"MergeSort",1181,35772,20262542
3,"random",2500,"StringQuickSort",153,28097,20262542
3,"random",2500,"StringMergeSort",1686,22763,20262542
3,"random",2500,"MSDRadixSort",422,5910,20262542
3,"random",2500,"MSDRadixQuickSort",231,15556,20262542
3,"random",2600,"QuickSort",523,400180,20262542
3,"random",2600,"MergeSort",1241,37482,20262542
3,"random",2600,"StringQuickSort",157,28260,20262542
3,"random",2600,"StringMergeSort",1779,23775,20262542
3,"random",2600,"MSDRadixSort",477,6178,20262542
3,"random",2600,"MSDRadixQuickSort",242,16163,20262542
3,"random",2700,"QuickSort",546,417610,20262542
3,"random",2700,"MergeSort",1294,39171,20262542
3,"random",2700,"StringQuickSort",163,30799,20262542
3,"random",2700,"StringMergeSort",1880,24762,20262542
3,"random",2700,"MSDRadixSort",480,6449,20262542
3,"random",2700,"MSDRadixQuickSort",251,16675,20262542
3,"random",2800,"QuickSort",594,437569,20262542
3,"random",2800,"MergeSort",1338,41013,20262542
3,"random",2800,"StringQuickSort",169,33638,20262542
3,"random",2800,"StringMergeSort",1962,25899,20262542
3,"random",2800,"MSDRadixSort",499,6706,20262542
3,"random",2800,"MSDRadixQuickSort",261,17727,20262542
3,"random",2900,"QuickSort",613,446604,20262542
3,"random",2900,"MergeSort",1384,42758,20262542
3,"random",2900,"StringQuickSort",181,36254,20262542
3,"random",2900,"StringMergeSort",2049,26897,20262542
3,"random",2900,"MSDRadixSort",517,7002,20262542
3,"random",2900,"MSDRadixQuickSort",273,18428,20262542
3,"random",3000,"QuickSort",629,471468,20262542
3,"random",3000,"MergeSort",1441,44570,20262542
3,"random",3000,"StringQuickSort",182,35833,20262542
3,"random",3000,"StringMergeSort",2142,27969,20262542
3,"random",3000,"MSDRadixSort",555,7267,20262542
3,"random",3000,"MSDRadixQuickSort",286,19532,20262542
3,"reverse_sorted",100,"QuickSort",14,15026,20262542
3,"reverse_sorted",100,"MergeSort",28,668,20262542
3,"reverse_sorted",100,"StringQuickSort",2,615,20262542
3,"reverse_sorted",100,"StringMergeSort",47,389,20262542
3,"reverse_sorted",100,"MSDRadixSort",19,239,20262542
3,"reverse_sorted",100,"MSDRadixQuickSort",8,528,20262542
3,"reverse_sorted",200,"QuickSort",26,30292,20262542
3,"reverse_sorted",200,"MergeSort",53,1450,20262542
3,"reverse_sorted",200,"StringQuickSort",4,1304,20262542
3,"reverse_sorted",200,"StringMergeSort",95,773,20262542
3,"reverse_sorted",200,"MSDRadixSort",37,487,20262542
3,"reverse_sorted",200,"MSDRadixQuickSort",15,1038,20262542
3,"reverse_sorted",300,"QuickSort",35,39711,20262542
3,"reverse_sorted",300,"MergeSort",87,2270,20262542
3,"reverse_sorted",300,"StringQuickSort",7,2161,20262542
3,"reverse_sorted",300,"StringMergeSort",153,1124,20262542
3,"reverse_sorted",300,"MSDRadixSort",54,740,20262542
3,"reverse_sorted",300,"MSDRadixQuickSort",22,1593,20262542
3,"reverse_sorted",400,"QuickSort",60,61781,20262542
3,"reverse_sorted",400,"MergeSort",112,3202,20262542
3,"reverse_sorted",400,"StringQuickSort",9,2960,20262542
3,"reverse_sorted",400,"StringMergeSort",201,1601,20262542
3,"reverse_sorted",400,"MSDRadixSort",72,985,20262542
3,"reverse_sorted",400,"MSDRadixQuickSort",30,2153,20262542
3,"reverse_sorted",500,"QuickSort",56,62535,20262542
3,"reverse_sorted",500,"MergeSort",146,3858,20262542
3,"reverse_sorted",500,"StringQuickSort",10,3819,20262542
3,"reverse_sorted",500,"StringMergeSort",254,1907,20262542
3,"reverse_sorted",500,"MSDRadixSort",88,1222,20262542
3,"reverse_sorted",500,"MSDRadixQuickSort",37,2666,20262542
3,"reverse_sorted",600,"QuickSort",71,79773,20262542
3,"reverse_sorted",600,"MergeSort",186,4856,20262542
3,"reverse_sorted",600,"StringQuickSort",15,4720,20262542
3,"reverse_sorted",600,"StringMergeSort",343,2297,20262542
3,"reverse_sorted",600,"MSDRadixSort",115,1468,20262542
3,"reverse_sorted",600,"MSDRadixQuickSort",48,3211,20262542
3,"reverse_sorted",700,"QuickSort",99,104215,20262542
3,"reverse_sorted",700,"MergeSort",225,5867,20262542
3,"reverse_sorted",700,"StringQuickSort",17,5809,20262542
3,"reverse_sorted",700,"StringMergeSort",399,2769,20262542
3,"reverse_sorted",700,"MSDRadixSort",126,1723,20262542
3,"reverse_sorted",700,"MSDRadixQuickSort",53,3815,20262542
3,"reverse_sorted",800,"QuickSort",107,120667,20262542
3,"reverse_sorted",800,"MergeSort",234,6816,20262542
3,"reverse_sorted",800,"StringQuickSort",18,6601,20262542
3,"reverse_sorted",800,"StringMergeSort",432,3212,20262542
3,"reverse_sorted",800,"MSDRadixSort",141,1957,20262542
3,"reverse_sorted",800,"MSDRadixQuickSort",60,4350,20262542
3,"reverse_sorted",900,"QuickSort",107,120553,20262542
3,"reverse_sorted",900,"MergeSort",270,7541,20262542
3,"reverse_sorted",900,"StringQuickSort",20,7562,20262542
3,"reverse_sorted",900,"StringMergeSort",498,3487,20262542
3,"reverse_sorted",900,"MSDRadixSort",175,2210,20262542
3,"reverse_sorted",900,"MSDRadixQuickSort",75,4881,20262542
3,"reverse_sorted",1000,"QuickSort",119,123329,20262542
3,"reverse_sorted",1000,"MergeSort",320,8269,20262542
3,"reverse_sorted",1000,"StringQuickSort",23,8542,20262542
3,"reverse_sorted",1000,"StringMergeSort",552,3841,20262542
3,"reverse_sorted",1000,"MSDRadixSort",179,2450,20262542
3,"reverse_sorted",1000,"MSDRadixQuickSort",77,5416,20262542
3,"reverse_sorted",1100,"QuickSort",129,141193,20262542
3,"reverse_sorted",1100,"MergeSort",361,9311,20262542
3,"reverse_sorted",1100,"StringQuickSort",27,9597,20262542
3,"reverse_sorted",1100,"StringMergeSort",658,4262,20262542
3,"reverse_sorted",1100,"MSDRadixSort",199,2688,20262542
3,"reverse_sorted",1100,"MSDRadixQuickSort",90,5940,20262542
3,"reverse_sorted",1200,"QuickSort",149,160511,20262542
3,"reverse_sorted",1200,"MergeSort",368,10439,20262542
3,"reverse_sorted",1200,"StringQuickSort",27,10548,20262542
3,"reverse_sorted",1200,"StringMergeSort",682,4694,20262542
3,"reverse_sorted",1200,"MSDRadixSort",219,2935,20262542
3,"reverse_sorted",1200,"MSDRadixQuickSort",93,6505,20262542
3,"reverse_sorted",1300,"QuickSort",163,183477,20262542
3,"reverse_sorted",1300,"MergeSort",417,11423,20262542
3,"reverse_sorted",1300,"StringQuickSort",31,11550,20262542
3,"reverse_sorted",1300,"StringMergeSort",780,5096,20262542
3,"reverse_sorted",1300,"MSDRadixSort",250,3177,20262542
3,"reverse_sorted",1300,"MSDRadixQuickSort",108,7036,20262542
3,"reverse_sorted",1400,"QuickSort",180,203237,20262542
3,"reverse_sorted",1400,"MergeSort",449,12485,20262542
3,"reverse_sorted",1400,"StringQuickSort",34,12628,20262542
3,"reverse_sorted",1400,"StringMergeSort",835,5591,20262542
3,"reverse_sorted",1400,"MSDRadixSort",270,3427,20262542
3,"reverse_sorted",1400,"MSDRadixQuickSort",116,7582,20262542
3,"reverse_sorted",1500,"QuickSort",217,226389,20262542
3,"reverse_sorted",1500,"MergeSort",512,13329,20262542
3,"reverse_sorted",1500,"StringQuickSort",36,13690,20262542
3,"reverse_sorted",1500,"StringMergeSort",879,5914,20262542
3,"reverse_sorted",1500,"MSDRadixSort",272,3674,20262542
3,"reverse_sorted",1500,"MSDRadixQuickSort",121,8095,20262542
3,"reverse_sorted",1600,"QuickSort",209,235578,20262542
3,"reverse_sorted",1600,"MergeSort",544,14351,20262542
3,"reverse_sorted",1600,"StringQuickSort",42,14733,20262542
3,"reverse_sorted",1600,"StringMergeSort",968,6358,20262542
3,"reverse_sorted",1600,"MSDRadixSort",297,3924,20262542
3,"reverse_sorted",1600,"MSDRadixQuickSort",130,8671,20262542
3,"reverse_sorted",1700,"QuickSort",212,237858,20262542
3,"reverse_sorted",1700,"MergeSort",579,15210,20262542
3,"reverse_sorted",1700,"StringQuickSort",46,15856,20262542
3,"reverse_sorted",1700,"StringMergeSort",1020,6674,20262542
3,"reverse_sorted",1700,"MSDRadixSort",308,4170,20262542
3,"reverse_sorted",1700,"MSDRadixQuickSort",139,9223,20262542
3,"reverse_sorted",1800,"QuickSort",212,236411,20262542
3,"reverse_sorted",1800,"MergeSort",585,15968,20262542
3,"reverse_sorted",1800,"StringQuickSort",46,16868,20262542
3,"reverse_sorted",1800,"StringMergeSort",1107,6993,20262542
3,"reverse_sorted",1800,"MSDRadixSort",352,4421,20262542
3,"reverse_sorted",1800,"MSDRadixQuickSort",147,9746,20262542
3,"reverse_sorted",1900,"QuickSort",225,242611,20262542
3,"reverse_sorted",1900,"MergeSort",683,16800,20262542
3,"reverse_sorted",1900,"StringQuickSort",49,17863,20262542
3,"reverse_sorted",1900,"StringMergeSort",1114,7339,20262542
3,"reverse_sorted",1900,"MSDRadixSort",343,4656,20262542
3,"reverse_sorted",1900,"MSDRadixQuickSort",154,10248,20262542
3,"reverse_sorted",2000,"QuickSort",225,241496,20262542
3,"reverse_sorted",2000,"MergeSort",712,17450,20262542
3,"reverse_sorted",2000,"StringQuickSort",50,19036,20262542
3,"reverse_sorted",2000,"StringMergeSort",1162,7651,20262542
3,"reverse_sorted",2000,"MSDRadixSort",360,4887,20262542
3,"reverse_sorted",2000,"MSDRadixQuickSort",160,10793,20262542
3,"reverse_sorted",2100,"QuickSort",226,253114,20262542
3,"reverse_sorted",2100,"MergeSort",762,18509,20262542
3,"reverse_sorted",2100,"StringQuickSort",59,20030,20262542
3,"reverse_sorted",2100,"StringMergeSort",1241,8111,20262542
3,"reverse_sorted",2100,"MSDRadixSort",390,5132,20262542
3,"reverse_sorted",2100,"MSDRadixQuickSort",170,11313,20262542
3,"reverse_sorted",2200,"QuickSort",254,280566,20262542
3,"reverse_sorted",2200,"MergeSort",791,19806,20262542
3,"reverse_sorted",2200,"StringQuickSort",61,21273,20262542
3,"reverse_sorted",2200,"StringMergeSort",1342,8635,20262542
3,"reverse_sorted",2200,"MSDRadixSort",405,5380,20262542
3,"reverse_sorted",2200,"MSDRadixQuickSort",181,11865,20262542
3,"reverse_sorted",2300,"QuickSort",267,302510,20262542
3,"reverse_sorted",2300,"MergeSort",851,20900,20262542
3,"reverse_sorted",2300,"StringQuickSort",63,22404,20262542
3,"reverse_sorted",2300,"StringMergeSort",1406,9006,20262542
3,"reverse_sorted",2300,"MSDRadixSort",456,5626,20262542
3,"reverse_sorted",2300,"MSDRadixQuickSort",189,12392,20262542
3,"reverse_sorted",2400,"QuickSort",286,322411,20262542
3,"reverse_sorted",2400,"MergeSort",844,22062,20262542
3,"reverse_sorted",2400,"StringQuickSort",62,23309,20262542
3,"reverse_sorted",2400,"StringMergeSort",1503,9402,20262542
3,"reverse_sorted",2400,"MSDRadixSort",477,5875,20262542
3,"reverse_sorted",2400,"MSDRadixQuickSort",198,12939,20262542
3,"reverse_sorted",2500,"QuickSort",306,346200,20262542
3,"reverse_sorted",2500,"MergeSort",882,23232,20262542
3,"reverse_sorted",2500,"StringQuickSort",65,24508,20262542
3,"reverse_sorted",2500,"StringMergeSort",1608,9992,20262542
3,"reverse_sorted",2500,"MSDRadixSort",461,6107,20262542
3,"reverse_sorted",2500,"MSDRadixQuickSort",207,13457,20262542
3,"reverse_sorted",2600,"QuickSort",326,368681,20262542
3,"reverse_sorted",2600,"MergeSort",987,24161,20262542
3,"reverse_sorted",2600,"StringQuickSort",74,25714,20262542
3,"reverse_sorted",2600,"StringMergeSort",1590,10244,20262542
3,"reverse_sorted",2600,"MSDRadixSort",494,6352,20262542
3,"reverse_sorted",2600,"MSDRadixQuickSort",212,14032,20262542
3,"reverse_sorted",2700,"QuickSort",360,388183,20262542
3,"reverse_sorted",2700,"MergeSort",1006,25318,20262542
3,"reverse_sorted",2700,"StringQuickSort",74,26826,20262542
3,"reverse_sorted",2700,"StringMergeSort",1711,10754,20262542
3,"reverse_sorted",2700,"MSDRadixSort",540,6599,20262542
3,"reverse_sorted",2700,"MSDRadixQuickSort",222,14579,20262542
3,"reverse_sorted",2800,"QuickSort",367,412484,20262542
3,"reverse_sorted",2800,"MergeSort",1065,26259,20262542
3,"reverse_sorted",2800,"StringQuickSort",75,28109,20262542
3,"reverse_sorted",2800,"StringMergeSort",1768,11149,20262542
3,"reverse_sorted",2800,"MSDRadixSort",539,6843,20262542
3,"reverse_sorted",2800,"MSDRadixQuickSort",227,15103,20262542
3,"reverse_sorted",2900,"QuickSort",394,435085,20262542
3,"reverse_sorted",2900,"MergeSort",1087,27359,20262542
3,"reverse_sorted",2900,"StringQuickSort",78,29058,20262542
3,"reverse_sorted",2900,"StringMergeSort",1844,11552,20262542
3,"reverse_sorted",2900,"MSDRadixSort",565,7077,20262542
3,"reverse_sorted",2900,"MSDRadixQuickSort",234,15614,20262542
3,"reverse_sorted",3000,"QuickSort",405,454762,20262542
3,"reverse_sorted",3000,"MergeSort",1124,28137,20262542
3,"reverse_sorted",3000,"StringQuickSort",80,30237,20262542
3,"reverse_sorted",3000,"StringMergeSort",1877,11879,20262542
3,"reverse_sorted",3000,"MSDRadixSort",555,7327,20262542
3,"reverse_sorted",3000,"MSDRadixQuickSort",242,16153,20262542
3,"nearly_sorted",100,"QuickSort",15,13222,20262542
3,"nearly_sorted",100,"MergeSort",27,767,20262542
3,"nearly_sorted",100,"StringQuickSort",3,615,20262542
3,"nearly_sorted",100,"StringMergeSort",48,375,20262542
3,"nearly_sorted",100,"MSDRadixSort",16,237,20262542
3,"nearly_sorted",100,"MSDRadixQuickSort",8,490,20262542
3,"nearly_sorted",200,"QuickSort",31,28701,20262542
