array_type,size,algorithm,mean_time_us,mean_char_comparisons,runs,seed
"reverse_sorted",1000,"MergeSort",308.200,8221.900,10,20260524
"reverse_sorted",1000,"QuickSort",110.500,121207.500,10,20260524
"reverse_sorted",1000,"StringMergeSort",559.100,3814.800,10,20260524
"reverse_sorted",1000,"StringQuickSort",23.600,8557.600,10,20260524
"reverse_sorted",1100,"MSDRadixQuickSort",86.800,5912.200,10,20260524
"reverse_sorted",1100,"MSDRadixSort",198.000,2670.900,10,20260524
"reverse_sorted",1100,"MergeSort",353.800,9301.200,10,20260524
"reverse_sorted",1100,"QuickSort",126.700,138056.400,10,20260524
"reverse_sorted",1100,"StringMergeSort",640.500,4259.700,10,20260524
"reverse_sorted",1100,"StringQuickSort",26.900,9543.200,10,20260524
"reverse_sorted",1200,"MSDRadixQuickSort",95.000,6459.600,10,20260524
"reverse_sorted",1200,"MSDRadixSort",220.900,2917.200,10,20260524
"reverse_sorted",1200,"MergeSort",383.300,10465.400,10,20260524
"reverse_sorted",1200,"QuickSort",144.900,159123.700,10,20260524
"reverse_sorted",1200,"StringMergeSort",699.300,4741.400,10,20260524
"reverse_sorted",1200,"StringQuickSort",28.400,10534.900,10,20260524
"reverse_sorted",1300,"MSDRadixQuickSort",103.600,6995.400,10,20260524
"reverse_sorted",1300,"MSDRadixSort",238.800,3162.600,10,20260524
"reverse_sorted",1300,"MergeSort",433.900,11459.100,10,20260524
"reverse_sorted",1300,"QuickSort",163.300,182485.900,10,20260524
"reverse_sorted",1300,"StringMergeSort",758.200,5148.700,10,20260524
"reverse_sorted",1300,"StringQuickSort",31.900,11534.400,10,20260524
"reverse_sorted",1400,"MSDRadixQuickSort",112.800,7541.900,10,20260524
"reverse_sorted",1400,"MSDRadixSort",256.600,3406.000,10,20260524
"reverse_sorted",1400,"MergeSort",472.600,12468.000,10,20260524
"reverse_sorted",1400,"QuickSort",186.100,204784.400,10,20260524
"reverse_sorted",1400,"StringMergeSort",832.000,5592.600,10,20260524
"reverse_sorted",1400,"StringQuickSort",35.200,12570.200,10,20260524
"reverse_sorted",1500,"MSDRadixQuickSort",123.600,8081.400,10,20260524
"reverse_sorted",1500,"MSDRadixSort",278.600,3653.000,10,20260524
"reverse_sorted",1500,"MergeSort",499.600,13345.400,10,20260524
"reverse_sorted",1500,"QuickSort",205.800,227001.400,10,20260524
"reverse_sorted",1500,"StringMergeSort",903.100,5954.200,10,20260524
"reverse_sorted",1500,"StringQuickSort",37.200,13640.000,10,20260524
"reverse_sorted",1600,"MSDRadixQuickSort",131.600,8613.700,10,20260524
"reverse_sorted",1600,"MSDRadixSort",293.000,3893.700,10,20260524
"reverse_sorted",1600,"MergeSort",544.800,14271.900,10,20260524
"reverse_sorted",1600,"QuickSort",214.100,235637.600,10,20260524
"reverse_sorted",1600,"StringMergeSort",952.900,6333.800,10,20260524
"reverse_sorted",1600,"StringQuickSort",40.900,14734.000,10,20260524
"reverse_sorted",1700,"MSDRadixQuickSort",139.300,9147.400,10,20260524
"reverse_sorted",1700,"MSDRadixSort",310.300,4136.000,10,20260524
"reverse_sorted",1700,"MergeSort",584.200,15196.600,10,20260524
"reverse_sorted",1700,"QuickSort",215.100,237433.700,10,20260524
"reverse_sorted",1700,"StringMergeSort",1026.500,6713.800,10,20260524
"reverse_sorted",1700,"StringQuickSort",43.800,15804.200,10,20260524
"reverse_sorted",1800,"MSDRadixQuickSort",146.800,9687.700,10,20260524
"reverse_sorted",1800,"MSDRadixSort",329.300,4378.100,10,20260524
"reverse_sorted",1800,"MergeSort",624.200,15954.000,10,20260524
"reverse_sorted",1800,"QuickSort",214.800,237714.300,10,20260524
"reverse_sorted",1800,"StringMergeSort",1083.600,7023.500,10,20260524
"reverse_sorted",1800,"StringQuickSort",47.000,16837.600,10,20260524
"reverse_sorted",1900,"MSDRadixQuickSort",153.800,10219.000,10,20260524
"reverse_sorted",1900,"MSDRadixSort",340.500,4618.700,10,20260524
"reverse_sorted",1900,"MergeSort",672.600,16770.800,10,20260524
"reverse_sorted",1900,"QuickSort",216.000,239606.800,10,20260524
"reverse_sorted",1900,"StringMergeSort",1135.400,7357.000,10,20260524
"reverse_sorted",1900,"StringQuickSort",50.600,17920.800,10,20260524
"reverse_sorted",2000,"MSDRadixQuickSort",168.100,10762.200,10,20260524
"reverse_sorted",2000,"MSDRadixSort",369.200,4860.500,10,20260524
"reverse_sorted",2000,"MergeSort",712.200,17458.100,10,20260524
"reverse_sorted",2000,"QuickSort",218.000,241536.100,10,20260524
"reverse_sorted",2000,"StringMergeSort",1182.600,7657.700,10,20260524
"reverse_sorted",2000,"StringQuickSort",53.300,19060.500,10,20260524
"reverse_sorted",2100,"MSDRadixQuickSort",174.800,11297.700,10,20260524
"reverse_sorted",2100,"MSDRadixSort",395.100,5105.900,10,20260524
"reverse_sorted",2100,"MergeSort",747.300,18463.600,10,20260524
"reverse_sorted",2100,"QuickSort",230.400,253556.600,10,20260524
"reverse_sorted",2100,"StringMergeSort",1272.600,8075.500,10,20260524
"reverse_sorted",2100,"StringQuickSort",54.400,20133.700,10,20260524
"reverse_sorted",2200,"MSDRadixQuickSort",184.100,11847.900,10,20260524
"reverse_sorted",2200,"MSDRadixSort",413.700,5346.600,10,20260524
"reverse_sorted",2200,"MergeSort",787.200,19754.600,10,20260524
"reverse_sorted",2200,"QuickSort",248.600,276103.900,10,20260524
"reverse_sorted",2200,"StringMergeSort",1338.400,8585.700,10,20260524
"reverse_sorted",2200,"StringQuickSort",58.900,21211.600,10,20260524
"reverse_sorted",2300,"MSDRadixQuickSort",189.200,12388.700,10,20260524
"reverse_sorted",2300,"MSDRadixSort",434.300,5590.400,10,20260524
"reverse_sorted",2300,"MergeSort",840.300,20898.200,10,20260524
"reverse_sorted",2300,"QuickSort",269.500,299161.900,10,20260524
"reverse_sorted",2300,"StringMergeSort",1413.600,9038.200,10,20260524
"reverse_sorted",2300,"StringQuickSort",61.400,22282.400,10,20260524
"reverse_sorted",2400,"MSDRadixQuickSort",202.800,12922.400,10,20260524
"reverse_sorted",2400,"MSDRadixSort",458.500,5833.000,10,20260524
"reverse_sorted",2400,"MergeSort",878.200,22109.400,10,20260524
"reverse_sorted",2400,"QuickSort",290.100,321238.400,10,20260524
"reverse_sorted",2400,"StringMergeSort",1491.100,9503.300,10,20260524
"reverse_sorted",2400,"StringQuickSort",63.400,23387.800,10,20260524
"reverse_sorted",2500,"MSDRadixQuickSort",208.300,13451.500,10,20260524
"reverse_sorted",2500,"MSDRadixSort",475.000,6073.100,10,20260524
"reverse_sorted",2500,"MergeSort",913.000,23169.200,10,20260524
"reverse_sorted",2500,"QuickSort",307.100,343942.200,10,20260524
"reverse_sorted",2500,"StringMergeSort",1562.500,9954.800,10,20260524
"reverse_sorted",2500,"StringQuickSort",66.600,24526.600,10,20260524
"reverse_sorted",2600,"MSDRadixQuickSort",210.300,13993.500,10,20260524
"reverse_sorted",2600,"MSDRadixSort",487.700,6316.600,10,20260524
"reverse_sorted",2600,"MergeSort",973.500,24190.500,10,20260524
"reverse_sorted",2600,"QuickSort",328.200,365662.500,10,20260524
"reverse_sorted",2600,"StringMergeSort",1626.600,10328.000,10,20260524
"reverse_sorted",2600,"StringQuickSort",68.000,25626.800,10,20260524
"reverse_sorted",2700,"MSDRadixQuickSort",217.800,14526.100,10,20260524
"reverse_sorted",2700,"MSDRadixSort",519.500,6559.200,10,20260524
"reverse_sorted",2700,"MergeSort",1013.900,25335.900,10,20260524
"reverse_sorted",2700,"QuickSort",346.800,388557.700,10,20260524
"reverse_sorted",2700,"StringMergeSort",1715.600,10811.500,10,20260524
"reverse_sorted",2700,"StringQuickSort",70.600,26801.700,10,20260524
"reverse_sorted",2800,"MSDRadixQuickSort",227.400,15064.300,10,20260524
"reverse_sorted",2800,"MSDRadixSort",531.900,6800.500,10,20260524
"reverse_sorted",2800,"MergeSort",1051.400,26291.300,10,20260524
"reverse_sorted",2800,"QuickSort",367.400,413019.800,10,20260524
"reverse_sorted",2800,"StringMergeSort",1787.600,11192.500,10,20260524
"reverse_sorted",2800,"StringQuickSort",74.400,27932.900,10,20260524
"reverse_sorted",2900,"MSDRadixQuickSort",235.100,15593.700,10,20260524
"reverse_sorted",2900,"MSDRadixSort",548.900,7041.000,10,20260524
"reverse_sorted",2900,"MergeSort",1083.800,27294.000,10,20260524
"reverse_sorted",2900,"QuickSort",395.200,434458.300,10,20260524
"reverse_sorted",2900,"StringMergeSort",1855.100,11574.300,10,20260524
"reverse_sorted",2900,"StringQuickSort",79.000,29041.400,10,20260524
"reverse_sorted",3000,"MSDRadixQuickSort",242.800,16150.600,10,20260524
"reverse_sorted",3000,"MSDRadixSort",564.000,7284.000,10,20260524
"reverse_sorted",3000,"MergeSort",1120.000,28151.500,10,20260524
"reverse_sorted",3000,"QuickSort",416.600,455926.800,10,20260524
"reverse_sorted",3000,"StringMergeSort",1934.100,11927.800,10,20260524
"reverse_sorted",3000,"StringQuickSort",79.900,30244.700,10,20260524
